file_id,true_label,predicted_label,drone_probability,aggregation_method,aggregation_threshold,split
0,1,1,0.00026525333,whole_file,0.00018673640443012118,whole_file
1,0,1,0.00031596664,whole_file,0.00018673640443012118,whole_file
2,1,1,0.0002581408,whole_file,0.00018673640443012118,whole_file
3,1,1,0.00021649264,whole_file,0.00018673640443012118,whole_file
4,1,1,0.0004948049,whole_file,0.00018673640443012118,whole_file
5,1,1,0.00029799875,whole_file,0.00018673640443012118,whole_file
6,1,1,0.000637966,whole_file,0.00018673640443012118,whole_file
7,1,1,0.00030896484,whole_file,0.00018673640443012118,whole_file
8,1,1,0.0003979899,whole_file,0.00018673640443012118,whole_file
9,1,1,0.0006169818,whole_file,0.00018673640443012118,whole_file
10,1,1,0.0006355294,whole_file,0.00018673640443012118,whole_file
11,0,1,0.00024545044,whole_file,0.00018673640443012118,whole_file
12,1,1,0.00037981645,whole_file,0.00018673640443012118,whole_file
13,1,1,0.0040943567,whole_file,0.00018673640443012118,whole_file
14,1,1,0.00026908866,whole_file,0.00018673640443012118,whole_file
15,1,1,0.000455716,whole_file,0.00018673640443012118,whole_file
16,0,1,0.00038307332,whole_file,0.00018673640443012118,whole_file
17,1,1,0.0005297761,whole_file,0.00018673640443012118,whole_file
18,1,1,0.0014501342,whole_file,0.00018673640443012118,whole_file
19,1,1,0.00080510945,whole_file,0.00018673640443012118,whole_file
20,1,1,0.00044001086,whole_file,0.00018673640443012118,whole_file
21,1,1,0.00067463116,whole_file,0.00018673640443012118,whole_file
22,1,1,0.00029606326,whole_file,0.00018673640443012118,whole_file
23,1,1,0.00026875766,whole_file,0.00018673640443012118,whole_file
24,0,1,0.0003036883,whole_file,0.00018673640443012118,whole_file
25,0,1,0.00047791674,whole_file,0.00018673640443012118,whole_file
26,0,1,0.0003085622,whole_file,0.00018673640443012118,whole_file
