file_id,true_label,predicted_label,drone_probability,aggregation_method,aggregation_threshold,split
0,0,0,0.00000900,noisy_or,0.000046,9_windows
1,0,0,0.00000904,noisy_or,0.000046,9_windows
2,0,0,0.00000931,noisy_or,0.000046,9_windows
3,0,1,0.00004731,noisy_or,0.000046,9_windows
4,0,0,0.00000900,noisy_or,0.000046,9_windows
5,0,0,0.00002087,noisy_or,0.000046,9_windows
6,0,0,0.00000900,noisy_or,0.000046,9_windows
7,0,0,0.00000900,noisy_or,0.000046,9_windows
8,0,0,0.00000900,noisy_or,0.000046,9_windows
9,0,0,0.00000900,noisy_or,0.000046,9_windows
10,0,0,0.00000900,noisy_or,0.000046,9_windows
11,0,0,0.00000900,noisy_or,0.000046,9_windows
12,0,0,0.00000900,noisy_or,0.000046,9_windows
13,0,0,0.00000900,noisy_or,0.000046,9_windows
14,0,0,0.00001266,noisy_or,0.000046,9_windows
15,0,0,0.00000900,noisy_or,0.000046,9_windows
16,0,0,0.00000900,noisy_or,0.000046,9_windows
17,0,0,0.00000900,noisy_or,0.000046,9_windows
18,0,0,0.00000900,noisy_or,0.000046,9_windows
19,0,0,0.00000900,noisy_or,0.000046,9_windows
20,0,0,0.00000900,noisy_or,0.000046,9_windows
21,0,0,0.00001099,noisy_or,0.000046,9_windows
22,0,0,0.00000900,noisy_or,0.000046,9_windows
23,0,1,0.00006516,noisy_or,0.000046,9_windows
24,0,0,0.00000900,noisy_or,0.000046,9_windows
25,0,0,0.00000900,noisy_or,0.000046,9_windows
26,0,0,0.00000900,noisy_or,0.000046,9_windows
27,0,0,0.00001120,noisy_or,0.000046,9_windows
28,0,0,0.00000900,noisy_or,0.000046,9_windows
29,0,0,0.00000900,noisy_or,0.000046,9_windows
30,0,0,0.00000900,noisy_or,0.000046,9_windows
31,0,0,0.00000905,noisy_or,0.000046,9_windows
32,0,1,0.00005582,noisy_or,0.000046,9_windows
33,0,0,0.00001290,noisy_or,0.000046,9_windows
34,0,0,0.00000900,noisy_or,0.000046,9_windows
35,0,0,0.00000900,noisy_or,0.000046,9_windows
36,0,0,0.00000900,noisy_or,0.000046,9_windows
37,0,0,0.00000900,noisy_or,0.000046,9_windows
38,0,0,0.00000900,noisy_or,0.000046,9_windows
39,0,0,0.00000900,noisy_or,0.000046,9_windows
40,0,0,0.00000900,noisy_or,0.000046,9_windows
41,0,0,0.00000900,noisy_or,0.000046,9_windows
42,0,0,0.00000900,noisy_or,0.000046,9_windows
43,0,0,0.00000900,noisy_or,0.000046,9_windows
44,0,0,0.00000900,noisy_or,0.000046,9_windows
45,0,0,0.00000900,noisy_or,0.000046,9_windows
46,0,0,0.00001002,noisy_or,0.000046,9_windows
47,0,0,0.00000900,noisy_or,0.000046,9_windows
48,0,0,0.00000900,noisy_or,0.000046,9_windows
49,0,0,0.00000900,noisy_or,0.000046,9_windows
50,0,1,0.00005759,noisy_or,0.000046,9_windows
51,0,0,0.00000920,noisy_or,0.000046,9_windows
52,0,0,0.00000900,noisy_or,0.000046,9_windows
53,0,0,0.00000900,noisy_or,0.000046,9_windows
54,0,1,0.00291080,noisy_or,0.000046,9_windows
55,0,0,0.00000993,noisy_or,0.000046,9_windows
56,0,0,0.00000900,noisy_or,0.000046,9_windows
57,0,0,0.00003619,noisy_or,0.000046,9_windows
58,0,1,0.00562348,noisy_or,0.000046,9_windows
59,0,0,0.00000900,noisy_or,0.000046,9_windows
60,0,0,0.00000900,noisy_or,0.000046,9_windows
61,0,0,0.00000900,noisy_or,0.000046,9_windows
62,0,0,0.00000900,noisy_or,0.000046,9_windows
63,0,0,0.00000900,noisy_or,0.000046,9_windows
64,0,0,0.00000900,noisy_or,0.000046,9_windows
65,0,0,0.00000900,noisy_or,0.000046,9_windows
66,0,0,0.00000900,noisy_or,0.000046,9_windows
67,0,0,0.00000900,noisy_or,0.000046,9_windows
68,0,0,0.00000900,noisy_or,0.000046,9_windows
69,0,1,0.00024133,noisy_or,0.000046,9_windows
70,0,0,0.00000900,noisy_or,0.000046,9_windows
71,0,0,0.00000900,noisy_or,0.000046,9_windows
72,0,0,0.00000900,noisy_or,0.000046,9_windows
73,0,0,0.00000900,noisy_or,0.000046,9_windows
74,0,0,0.00001076,noisy_or,0.000046,9_windows
75,0,0,0.00001717,noisy_or,0.000046,9_windows
76,0,0,0.00000900,noisy_or,0.000046,9_windows
77,0,0,0.00000900,noisy_or,0.000046,9_windows
78,0,0,0.00001782,noisy_or,0.000046,9_windows
79,0,0,0.00000900,noisy_or,0.000046,9_windows
80,0,0,0.00000900,noisy_or,0.000046,9_windows
81,0,0,0.00001762,noisy_or,0.000046,9_windows
82,0,0,0.00000900,noisy_or,0.000046,9_windows
83,0,0,0.00000906,noisy_or,0.000046,9_windows
84,0,1,0.00013865,noisy_or,0.000046,9_windows
85,0,1,0.00157081,noisy_or,0.000046,9_windows
86,0,0,0.00001770,noisy_or,0.000046,9_windows
87,0,1,0.00085470,noisy_or,0.000046,9_windows
88,0,1,0.13575947,noisy_or,0.000046,9_windows
89,0,0,0.00000900,noisy_or,0.000046,9_windows
90,0,0,0.00000900,noisy_or,0.000046,9_windows
91,0,0,0.00000900,noisy_or,0.000046,9_windows
92,0,0,0.00000900,noisy_or,0.000046,9_windows
93,0,0,0.00000900,noisy_or,0.000046,9_windows
94,0,0,0.00000900,noisy_or,0.000046,9_windows
95,0,0,0.00000900,noisy_or,0.000046,9_windows
96,0,0,0.00001129,noisy_or,0.000046,9_windows
97,0,0,0.00000938,noisy_or,0.000046,9_windows
98,0,0,0.00000900,noisy_or,0.000046,9_windows
99,0,0,0.00000900,noisy_or,0.000046,9_windows
100,0,0,0.00000900,noisy_or,0.000046,9_windows
101,0,0,0.00000900,noisy_or,0.000046,9_windows
102,0,0,0.00000900,noisy_or,0.000046,9_windows
103,0,0,0.00000900,noisy_or,0.000046,9_windows
104,0,0,0.00000900,noisy_or,0.000046,9_windows
105,0,0,0.00000900,noisy_or,0.000046,9_windows
106,0,0,0.00000900,noisy_or,0.000046,9_windows
107,0,1,0.00147598,noisy_or,0.000046,9_windows
108,0,1,0.00010474,noisy_or,0.000046,9_windows
109,0,1,0.00008713,noisy_or,0.000046,9_windows
110,0,0,0.00000900,noisy_or,0.000046,9_windows
111,0,1,0.00557273,noisy_or,0.000046,9_windows
112,0,1,0.00042780,noisy_or,0.000046,9_windows
113,0,0,0.00000900,noisy_or,0.000046,9_windows
114,0,0,0.00001977,noisy_or,0.000046,9_windows
115,0,0,0.00000900,noisy_or,0.000046,9_windows
116,0,0,0.00000900,noisy_or,0.000046,9_windows
117,0,0,0.00001586,noisy_or,0.000046,9_windows
118,0,0,0.00000900,noisy_or,0.000046,9_windows
119,0,0,0.00000900,noisy_or,0.000046,9_windows
120,0,0,0.00000900,noisy_or,0.000046,9_windows
121,0,0,0.00000900,noisy_or,0.000046,9_windows
122,0,0,0.00000900,noisy_or,0.000046,9_windows
123,0,0,0.00000904,noisy_or,0.000046,9_windows
124,0,0,0.00000900,noisy_or,0.000046,9_windows
125,0,0,0.00000916,noisy_or,0.000046,9_windows
126,0,0,0.00000900,noisy_or,0.000046,9_windows
127,0,0,0.00000900,noisy_or,0.000046,9_windows
128,0,0,0.00000900,noisy_or,0.000046,9_windows
129,0,0,0.00000900,noisy_or,0.000046,9_windows
130,0,1,0.00039919,noisy_or,0.000046,9_windows
131,0,0,0.00003160,noisy_or,0.000046,9_windows
132,0,0,0.00000900,noisy_or,0.000046,9_windows
133,0,0,0.00000900,noisy_or,0.000046,9_windows
134,0,0,0.00000900,noisy_or,0.000046,9_windows
135,0,0,0.00000900,noisy_or,0.000046,9_windows
136,0,0,0.00000900,noisy_or,0.000046,9_windows
137,0,0,0.00000900,noisy_or,0.000046,9_windows
138,0,0,0.00000900,noisy_or,0.000046,9_windows
139,0,0,0.00000900,noisy_or,0.000046,9_windows
140,0,0,0.00003181,noisy_or,0.000046,9_windows
141,0,0,0.00000900,noisy_or,0.000046,9_windows
142,0,0,0.00001058,noisy_or,0.000046,9_windows
143,0,0,0.00000900,noisy_or,0.000046,9_windows
144,0,0,0.00000900,noisy_or,0.000046,9_windows
145,0,0,0.00000913,noisy_or,0.000046,9_windows
146,0,0,0.00000900,noisy_or,0.000046,9_windows
147,0,0,0.00000900,noisy_or,0.000046,9_windows
148,0,0,0.00000900,noisy_or,0.000046,9_windows
149,0,1,0.00019609,noisy_or,0.000046,9_windows
150,0,0,0.00001047,noisy_or,0.000046,9_windows
151,0,0,0.00000900,noisy_or,0.000046,9_windows
152,0,0,0.00001010,noisy_or,0.000046,9_windows
153,0,0,0.00000900,noisy_or,0.000046,9_windows
154,0,0,0.00000900,noisy_or,0.000046,9_windows
155,0,0,0.00000927,noisy_or,0.000046,9_windows
156,0,0,0.00002103,noisy_or,0.000046,9_windows
157,0,0,0.00000900,noisy_or,0.000046,9_windows
158,0,1,0.00008441,noisy_or,0.000046,9_windows
159,0,0,0.00002770,noisy_or,0.000046,9_windows
160,0,0,0.00000900,noisy_or,0.000046,9_windows
161,0,0,0.00000900,noisy_or,0.000046,9_windows
162,0,0,0.00000900,noisy_or,0.000046,9_windows
163,0,0,0.00000900,noisy_or,0.000046,9_windows
164,0,0,0.00000900,noisy_or,0.000046,9_windows
165,0,0,0.00000900,noisy_or,0.000046,9_windows
166,0,0,0.00000900,noisy_or,0.000046,9_windows
167,0,0,0.00000900,noisy_or,0.000046,9_windows
168,0,0,0.00001010,noisy_or,0.000046,9_windows
169,0,0,0.00000900,noisy_or,0.000046,9_windows
170,0,0,0.00000900,noisy_or,0.000046,9_windows
171,0,1,0.00009268,noisy_or,0.000046,9_windows
172,0,0,0.00000900,noisy_or,0.000046,9_windows
173,0,0,0.00000987,noisy_or,0.000046,9_windows
174,0,0,0.00002031,noisy_or,0.000046,9_windows
175,0,0,0.00001486,noisy_or,0.000046,9_windows
176,0,0,0.00000900,noisy_or,0.000046,9_windows
177,0,0,0.00000900,noisy_or,0.000046,9_windows
178,0,0,0.00000900,noisy_or,0.000046,9_windows
179,0,0,0.00000900,noisy_or,0.000046,9_windows
180,0,0,0.00003010,noisy_or,0.000046,9_windows
181,0,0,0.00001372,noisy_or,0.000046,9_windows
182,0,0,0.00000900,noisy_or,0.000046,9_windows
183,0,0,0.00000900,noisy_or,0.000046,9_windows
184,0,0,0.00002454,noisy_or,0.000046,9_windows
185,0,0,0.00001665,noisy_or,0.000046,9_windows
186,0,0,0.00000900,noisy_or,0.000046,9_windows
187,0,0,0.00002961,noisy_or,0.000046,9_windows
188,0,0,0.00001741,noisy_or,0.000046,9_windows
189,0,0,0.00000907,noisy_or,0.000046,9_windows
190,0,1,0.00106280,noisy_or,0.000046,9_windows
191,0,0,0.00000900,noisy_or,0.000046,9_windows
192,0,0,0.00000900,noisy_or,0.000046,9_windows
193,0,0,0.00000904,noisy_or,0.000046,9_windows
194,0,0,0.00000900,noisy_or,0.000046,9_windows
195,0,0,0.00002858,noisy_or,0.000046,9_windows
196,0,0,0.00001111,noisy_or,0.000046,9_windows
197,0,1,0.00012897,noisy_or,0.000046,9_windows
198,0,0,0.00000900,noisy_or,0.000046,9_windows
199,0,0,0.00000925,noisy_or,0.000046,9_windows
200,0,0,0.00001178,noisy_or,0.000046,9_windows
201,0,0,0.00001203,noisy_or,0.000046,9_windows
202,0,0,0.00000900,noisy_or,0.000046,9_windows
203,0,0,0.00000900,noisy_or,0.000046,9_windows
204,0,0,0.00001135,noisy_or,0.000046,9_windows
205,0,0,0.00000900,noisy_or,0.000046,9_windows
206,0,0,0.00000900,noisy_or,0.000046,9_windows
207,0,0,0.00000900,noisy_or,0.000046,9_windows
208,0,0,0.00000900,noisy_or,0.000046,9_windows
209,0,0,0.00000900,noisy_or,0.000046,9_windows
210,0,0,0.00000900,noisy_or,0.000046,9_windows
211,0,1,0.00463856,noisy_or,0.000046,9_windows
212,0,0,0.00002753,noisy_or,0.000046,9_windows
213,0,0,0.00000924,noisy_or,0.000046,9_windows
214,0,0,0.00000900,noisy_or,0.000046,9_windows
215,0,0,0.00000900,noisy_or,0.000046,9_windows
216,0,0,0.00000900,noisy_or,0.000046,9_windows
217,0,0,0.00000900,noisy_or,0.000046,9_windows
218,0,0,0.00000900,noisy_or,0.000046,9_windows
219,0,0,0.00000900,noisy_or,0.000046,9_windows
220,0,0,0.00000900,noisy_or,0.000046,9_windows
221,0,0,0.00000902,noisy_or,0.000046,9_windows
222,0,0,0.00000900,noisy_or,0.000046,9_windows
223,0,1,0.27018632,noisy_or,0.000046,9_windows
224,0,0,0.00000983,noisy_or,0.000046,9_windows
225,0,0,0.00000900,noisy_or,0.000046,9_windows
226,0,1,0.00170164,noisy_or,0.000046,9_windows
227,0,0,0.00000958,noisy_or,0.000046,9_windows
228,0,1,0.00382469,noisy_or,0.000046,9_windows
229,0,1,0.00017787,noisy_or,0.000046,9_windows
230,0,1,0.88765625,noisy_or,0.000046,9_windows
231,0,0,0.00001739,noisy_or,0.000046,9_windows
232,0,0,0.00000900,noisy_or,0.000046,9_windows
233,0,1,0.00615305,noisy_or,0.000046,9_windows
234,0,0,0.00000905,noisy_or,0.000046,9_windows
235,0,1,0.00005186,noisy_or,0.000046,9_windows
236,0,0,0.00000900,noisy_or,0.000046,9_windows
237,0,0,0.00000900,noisy_or,0.000046,9_windows
238,0,0,0.00000900,noisy_or,0.000046,9_windows
239,0,0,0.00000900,noisy_or,0.000046,9_windows
240,0,0,0.00000900,noisy_or,0.000046,9_windows
241,0,1,0.00383978,noisy_or,0.000046,9_windows
242,0,0,0.00000961,noisy_or,0.000046,9_windows
243,0,0,0.00001622,noisy_or,0.000046,9_windows
244,0,0,0.00000900,noisy_or,0.000046,9_windows
245,0,0,0.00000900,noisy_or,0.000046,9_windows
246,0,0,0.00000900,noisy_or,0.000046,9_windows
247,0,0,0.00000900,noisy_or,0.000046,9_windows
248,0,0,0.00000900,noisy_or,0.000046,9_windows
249,0,0,0.00000900,noisy_or,0.000046,9_windows
250,0,0,0.00000900,noisy_or,0.000046,9_windows
251,0,0,0.00000900,noisy_or,0.000046,9_windows
252,0,0,0.00000900,noisy_or,0.000046,9_windows
253,0,0,0.00000900,noisy_or,0.000046,9_windows
254,0,0,0.00000900,noisy_or,0.000046,9_windows
255,0,0,0.00000900,noisy_or,0.000046,9_windows
256,0,1,0.00007062,noisy_or,0.000046,9_windows
257,0,0,0.00000900,noisy_or,0.000046,9_windows
258,0,0,0.00000900,noisy_or,0.000046,9_windows
259,0,0,0.00000900,noisy_or,0.000046,9_windows
260,0,0,0.00000900,noisy_or,0.000046,9_windows
261,0,0,0.00001297,noisy_or,0.000046,9_windows
262,0,0,0.00000900,noisy_or,0.000046,9_windows
263,0,0,0.00001002,noisy_or,0.000046,9_windows
264,0,0,0.00000900,noisy_or,0.000046,9_windows
265,0,0,0.00000900,noisy_or,0.000046,9_windows
266,0,0,0.00000900,noisy_or,0.000046,9_windows
267,0,0,0.00000900,noisy_or,0.000046,9_windows
268,0,0,0.00003160,noisy_or,0.000046,9_windows
269,0,0,0.00000900,noisy_or,0.000046,9_windows
270,0,0,0.00000900,noisy_or,0.000046,9_windows
271,0,0,0.00000900,noisy_or,0.000046,9_windows
272,0,0,0.00000900,noisy_or,0.000046,9_windows
273,0,0,0.00001462,noisy_or,0.000046,9_windows
274,0,0,0.00000900,noisy_or,0.000046,9_windows
275,0,1,0.00010299,noisy_or,0.000046,9_windows
276,0,0,0.00001090,noisy_or,0.000046,9_windows
277,0,1,0.00016071,noisy_or,0.000046,9_windows
278,0,1,0.00020748,noisy_or,0.000046,9_windows
279,0,1,0.00023293,noisy_or,0.000046,9_windows
280,0,0,0.00000900,noisy_or,0.000046,9_windows
281,0,0,0.00001057,noisy_or,0.000046,9_windows
282,0,0,0.00000900,noisy_or,0.000046,9_windows
283,0,0,0.00000900,noisy_or,0.000046,9_windows
284,0,0,0.00000900,noisy_or,0.000046,9_windows
285,0,0,0.00000960,noisy_or,0.000046,9_windows
286,0,0,0.00000900,noisy_or,0.000046,9_windows
287,0,0,0.00000900,noisy_or,0.000046,9_windows
288,0,0,0.00000900,noisy_or,0.000046,9_windows
289,0,0,0.00000900,noisy_or,0.000046,9_windows
290,0,0,0.00000900,noisy_or,0.000046,9_windows
291,0,0,0.00002133,noisy_or,0.000046,9_windows
292,0,0,0.00000900,noisy_or,0.000046,9_windows
293,0,0,0.00001041,noisy_or,0.000046,9_windows
294,0,0,0.00000900,noisy_or,0.000046,9_windows
295,0,0,0.00000900,noisy_or,0.000046,9_windows
296,0,0,0.00000900,noisy_or,0.000046,9_windows
297,0,0,0.00000900,noisy_or,0.000046,9_windows
298,0,0,0.00000900,noisy_or,0.000046,9_windows
299,0,0,0.00000900,noisy_or,0.000046,9_windows
300,0,0,0.00000913,noisy_or,0.000046,9_windows
301,0,0,0.00000900,noisy_or,0.000046,9_windows
302,0,0,0.00001370,noisy_or,0.000046,9_windows
303,0,0,0.00000900,noisy_or,0.000046,9_windows
304,0,0,0.00000980,noisy_or,0.000046,9_windows
305,0,0,0.00000900,noisy_or,0.000046,9_windows
306,0,0,0.00000900,noisy_or,0.000046,9_windows
307,0,0,0.00000992,noisy_or,0.000046,9_windows
308,0,0,0.00003001,noisy_or,0.000046,9_windows
309,0,0,0.00000900,noisy_or,0.000046,9_windows
310,0,0,0.00000900,noisy_or,0.000046,9_windows
