Rank,Model,Epoch,Dataset,Excluded_From_Ranking,Is_Single_Class,Brier_Score,F1,Accuracy,Precision,Recall,Threshold,TP,TN,FP,FN,Total_Samples
19,Wav2Vec2_Vanilla,10,Emo,No,Yes,0.0004,N/A,0.9973,N/A,N/A,0.11253475,0,369,1,0,370
19,Wav2Vec2_Vanilla,10,ESC-50,No,Yes,0.0003,N/A,0.9994,N/A,N/A,0.25937277,0,1673,1,0,1674
19,Wav2Vec2_Vanilla,10,Fusion,Yes,No,0.8352,0.7110,0.5969,0.9772,0.5588,0.02000284,45866,9340,1071,36213,92490
19,Wav2Vec2_Vanilla,10,H-2,No,Yes,0.9689,N/A,0.1967,N/A,N/A,0.02007572,602,0,0,2459,3061
19,Wav2Vec2_Vanilla,10,Authors,No,No,0.7479,0.4444,0.4444,1.0000,0.2857,0.02434713,6,6,0,15,27
19,Wav2Vec2_Vanilla,10,S&E,No,No,0.3254,0.5161,0.7321,0.6667,0.4211,0.02434713,8,33,4,11,56
19,Wav2Vec2_Vanilla,10,UrbanSound,No,Yes,0.0010,N/A,0.9999,N/A,N/A,0.72304773,0,8323,1,0,8324
19,Wav2Vec2_Vanilla,10,Wonjun_Yi,No,Yes,0.9400,N/A,0.5729,N/A,N/A,0.02000284,45238,0,0,33728,78966
20,Wav2Vec2_GaussianAndBandPass,10,CalibrationDataset,Yes,No,0.3598,0.4707,0.5136,0.4018,0.5682,0.02057789,350,481,521,266,1618
20,Wav2Vec2_GaussianAndBandPass,10,DronePrint,No,Yes,0.8245,N/A,0.6667,N/A,N/A,0.05718284,8,0,0,4,12
20,Wav2Vec2_GaussianAndBandPass,10,Emo,No,Yes,0.0021,N/A,0.9973,N/A,N/A,0.18712027,0,369,1,0,370
20,Wav2Vec2_GaussianAndBandPass,10,ESC-50,No,Yes,0.0009,N/A,0.9988,N/A,N/A,0.21360774,0,1672,2,0,1674
20,Wav2Vec2_GaussianAndBandPass,10,Fusion,Yes,No,0.8695,0.1326,0.1146,0.5078,0.0763,0.02000452,6261,4342,6069,75818,92490
20,Wav2Vec2_GaussianAndBandPass,10,H-2,No,Yes,0.9554,N/A,0.3770,N/A,N/A,0.02001540,1154,0,0,1907,3061
20,Wav2Vec2_GaussianAndBandPass,10,Authors,No,No,0.7338,0.6250,0.5556,0.9091,0.4762,0.02482921,10,5,1,11,27
20,Wav2Vec2_GaussianAndBandPass,10,S&E,No,No,0.3195,0.4082,0.4821,0.3333,0.5263,0.02377520,10,17,20,9,56
20,Wav2Vec2_GaussianAndBandPass,10,UrbanSound,No,Yes,0.0027,N/A,0.9999,N/A,N/A,0.37159583,0,8323,1,0,8324
20,Wav2Vec2_GaussianAndBandPass,10,Wonjun_Yi,No,Yes,0.9804,N/A,0.0642,N/A,N/A,0.02000452,5073,0,0,73893,78966
21,Wav2Vec2_AllAugments,5,CalibrationDataset,Yes,No,0.3720,0.0065,0.6193,0.5000,0.0032,0.06028882,2,1000,2,614,1618
21,Wav2Vec2_AllAugments,5,DronePrint,No,Yes,0.9472,N/A,0.5000,N/A,N/A,0.02044430,6,0,0,6,12
21,Wav2Vec2_AllAugments,5,Emo,No,Yes,0.0006,N/A,0.9973,N/A,N/A,0.10422652,0,369,1,0,370
21,Wav2Vec2_AllAugments,5,ESC-50,No,Yes,0.0003,N/A,0.9994,N/A,N/A,0.12202285,0,1673,1,0,1674
21,Wav2Vec2_AllAugments,5,Fusion,Yes,No,0.8735,0.0000,0.1126,0.3333,0.0000,0.15795968,1,10409,2,82078,92490
21,Wav2Vec2_AllAugments,5,H-2,No,Yes,0.9616,N/A,0.3904,N/A,N/A,0.02000103,1195,0,0,1866,3061
21,Wav2Vec2_AllAugments,5,Authors,No,No,0.7419,0.6857,0.5926,0.8571,0.5714,0.02016359,12,4,2,9,27
21,Wav2Vec2_AllAugments,5,S&E,No,No,0.3261,0.3158,0.5357,0.3158,0.3158,0.02418931,6,24,13,13,56
21,Wav2Vec2_AllAugments,5,UrbanSound,No,Yes,0.0005,N/A,0.9999,N/A,N/A,0.54949120,0,8323,1,0,8324
21,Wav2Vec2_AllAugments,5,Wonjun_Yi,No,Yes,0.9851,N/A,0.0007,N/A,N/A,0.02008649,55,0,0,78911,78966
22,Wav2Vec2_BandPassSurefire,15,CalibrationDataset,Yes,No,0.3734,0.0000,0.6174,0.0000,0.0000,0.02210855,0,999,3,616,1618
22,Wav2Vec2_BandPassSurefire,15,DronePrint,No,Yes,0.9690,N/A,0.2500,N/A,N/A,0.02149199,3,0,0,9,12
22,Wav2Vec2_BandPassSurefire,15,Emo,No,Yes,0.0000,N/A,0.9973,N/A,N/A,0.02000050,0,369,1,0,370
22,Wav2Vec2_BandPassSurefire,15,ESC-50,No,Yes,0.0000,N/A,0.9994,N/A,N/A,0.02765168,0,1673,1,0,1674
22,Wav2Vec2_BandPassSurefire,15,Fusion,Yes,No,0.8776,0.0019,0.1128,0.5693,0.0010,0.02032420,78,10352,59,82001,92490
22,Wav2Vec2_BandPassSurefire,15,H-2,No,Yes,0.9895,N/A,0.0193,N/A,N/A,0.02028028,59,0,0,3002,3061
22,Wav2Vec2_BandPassSurefire,15,Authors,No,No,0.7683,0.6250,0.5556,0.9091,0.4762,0.00466282,10,5,1,11,27
22,Wav2Vec2_BandPassSurefire,15,S&E,No,No,0.3348,0.0000,0.6429,0.0000,0.0000,0.02042576,0,36,1,19,56
22,Wav2Vec2_BandPassSurefire,15,UrbanSound,No,Yes,0.0000,N/A,0.9999,N/A,N/A,0.06612060,0,8323,1,0,8324
22,Wav2Vec2_BandPassSurefire,15,Wonjun_Yi,No,Yes,0.9889,N/A,0.0001,N/A,N/A,0.02502688,7,0,0,78959,78966
23,Wav2Vec2_GaussianNoise,15,CalibrationDataset,Yes,No,0.3669,0.4934,0.7373,0.9283,0.3360,0.02028059,207,986,16,409,1618
23,Wav2Vec2_GaussianNoise,15,DronePrint,No,Yes,0.9830,N/A,0.0833,N/A,N/A,0.02360072,1,0,0,11,12
23,Wav2Vec2_GaussianNoise,15,Emo,No,Yes,0.0000,N/A,0.9973,N/A,N/A,0.02898248,0,369,1,0,370
23,Wav2Vec2_GaussianNoise,15,ESC-50,No,Yes,0.0000,N/A,0.9994,N/A,N/A,0.03968929,0,1673,1,0,1674
23,Wav2Vec2_GaussianNoise,15,Fusion,Yes,No,0.8796,0.0650,0.1408,0.9469,0.0337,0.02000150,2764,10256,155,79315,92490
23,Wav2Vec2_GaussianNoise,15,H-2,No,Yes,0.9956,N/A,0.0023,N/A,N/A,0.02038399,7,0,0,3054,3061
23,Wav2Vec2_GaussianNoise,15,Authors,No,No,0.7726,0.3846,0.4074,1.0000,0.2381,0.00406790,5,6,0,16,27
23,Wav2Vec2_GaussianNoise,15,S&E,No,No,0.3368,0.0000,0.6250,0.0000,0.0000,0.02146932,0,35,2,19,56
23,Wav2Vec2_GaussianNoise,15,UrbanSound,No,Yes,0.0002,N/A,0.9999,N/A,N/A,0.70098877,0,8323,1,0,8324
23,Wav2Vec2_GaussianNoise,15,Wonjun_Yi,No,Yes,0.9910,N/A,0.0349,N/A,N/A,0.02000150,2756,0,0,76210,78966
24,Wav2Vec2_GaussianAndBandPass,15,CalibrationDataset,Yes,No,0.3741,0.0000,0.6174,0.0000,0.0000,0.04393937,0,999,3,616,1618
24,Wav2Vec2_GaussianAndBandPass,15,DronePrint,No,Yes,0.9604,N/A,0.5000,N/A,N/A,0.02116715,6,0,0,6,12
24,Wav2Vec2_GaussianAndBandPass,15,Emo,No,Yes,0.0001,N/A,0.9973,N/A,N/A,0.04336475,0,369,1,0,370
24,Wav2Vec2_GaussianAndBandPass,15,ESC-50,No,Yes,0.0000,N/A,0.9994,N/A,N/A,0.05095213,0,1673,1,0,1674
24,Wav2Vec2_GaussianAndBandPass,15,Fusion,Yes,No,0.8801,0.0050,0.1074,0.2338,0.0025,0.02028196,209,9726,685,81870,92490
24,Wav2Vec2_GaussianAndBandPass,15,H-2,No,Yes,0.9897,N/A,0.0287,N/A,N/A,0.02002970,88,0,0,2973,3061
24,Wav2Vec2_GaussianAndBandPass,15,Authors,No,No,0.7677,0.0909,0.2593,1.0000,0.0476,0.02351782,1,6,0,20,27
24,Wav2Vec2_GaussianAndBandPass,15,S&E,No,No,0.3340,0.0870,0.6250,0.2500,0.0526,0.02606501,1,34,3,18,56
24,Wav2Vec2_GaussianAndBandPass,15,UrbanSound,No,Yes,0.0002,N/A,0.9998,N/A,N/A,0.12720366,0,8322,2,0,8324
24,Wav2Vec2_GaussianAndBandPass,15,Wonjun_Yi,No,Yes,0.9918,N/A,0.0015,N/A,N/A,0.02011337,117,0,0,78849,78966
25,Wav2Vec2_Clipped,5,CalibrationDataset,Yes,No,0.3769,0.0000,0.6174,0.0000,0.0000,0.03453670,0,999,3,616,1618
25,Wav2Vec2_Clipped,5,DronePrint,No,Yes,0.9741,N/A,0.0833,N/A,N/A,0.02085550,1,0,0,11,12
25,Wav2Vec2_Clipped,5,Emo,No,Yes,0.0003,N/A,0.9973,N/A,N/A,0.10259761,0,369,1,0,370
25,Wav2Vec2_Clipped,5,ESC-50,No,Yes,0.0001,N/A,0.9994,N/A,N/A,0.07127132,0,1673,1,0,1674
25,Wav2Vec2_Clipped,5,Fusion,Yes,No,0.8814,0.0000,0.1125,0.0000,0.0000,0.10259761,0,10408,3,82079,92490
25,Wav2Vec2_Clipped,5,H-2,No,Yes,0.9773,N/A,0.0010,N/A,N/A,0.03998031,3,0,0,3058,3061
25,Wav2Vec2_Clipped,5,Authors,No,No,0.7533,0.2500,0.3333,1.0000,0.1429,0.02073188,3,6,0,18,27
25,Wav2Vec2_Clipped,5,S&E,No,No,0.3312,0.0952,0.6607,0.5000,0.0526,0.03105331,1,36,1,18,56
25,Wav2Vec2_Clipped,5,UrbanSound,No,Yes,0.0002,N/A,0.9999,N/A,N/A,0.71637285,0,8323,1,0,8324
25,Wav2Vec2_Clipped,5,Wonjun_Yi,No,Yes,0.9938,N/A,1.0000,N/A,N/A,0.00228136,78966,0,0,0,78966
26,Wav2Vec2_AllAugments,10,CalibrationDataset,Yes,No,0.3775,0.0065,0.6205,1.0000,0.0032,0.03002066,2,1002,0,614,1618
26,Wav2Vec2_AllAugments,10,DronePrint,No,Yes,0.9874,N/A,1.0000,N/A,N/A,0.00215925,12,0,0,0,12
26,Wav2Vec2_AllAugments,10,Emo,No,Yes,0.0001,N/A,0.9973,N/A,N/A,0.04204197,0,369,1,0,370
26,Wav2Vec2_AllAugments,10,ESC-50,No,Yes,0.0000,N/A,0.9994,N/A,N/A,0.04659219,0,1673,1,0,1674
26,Wav2Vec2_AllAugments,10,Fusion,Yes,No,0.8821,0.0000,0.1126,0.3333,0.0000,0.26661366,1,10409,2,82078,92490
26,Wav2Vec2_AllAugments,10,H-2,No,Yes,0.9889,N/A,0.0003,N/A,N/A,0.02085687,1,0,0,3060,3061
26,Wav2Vec2_AllAugments,10,Authors,No,No,0.7671,0.8750,0.7778,0.7778,1.0000,0.00215925,21,0,6,0,27
26,Wav2Vec2_AllAugments,10,S&E,No,No,0.3353,0.5067,0.3393,0.3393,1.0000,0.00215925,19,0,37,0,56
26,Wav2Vec2_AllAugments,10,UrbanSound,No,Yes,0.0003,N/A,0.9999,N/A,N/A,0.91044986,0,8323,1,0,8324
26,Wav2Vec2_AllAugments,10,Wonjun_Yi,No,Yes,0.9942,N/A,0.0002,N/A,N/A,0.02654089,15,0,0,78951,78966
27,Wav2Vec2_AllAugments,15,CalibrationDataset,Yes,No,0.3782,0.0129,0.6218,1.0000,0.0065,0.02284647,4,1002,0,612,1618
27,Wav2Vec2_AllAugments,15,DronePrint,No,Yes,0.9928,N/A,0.0000,N/A,N/A,0.97999400,0,0,0,12,12
27,Wav2Vec2_AllAugments,15,Emo,No,Yes,0.0000,N/A,0.9973,N/A,N/A,0.02869865,0,369,1,0,370
27,Wav2Vec2_AllAugments,15,ESC-50,No,Yes,0.0000,N/A,0.9994,N/A,N/A,0.03329662,0,1673,1,0,1674
27,Wav2Vec2_AllAugments,15,Fusion,Yes,No,0.8839,0.0004,0.1127,0.7895,0.0002,0.13977810,15,10407,4,82064,92490
27,Wav2Vec2_AllAugments,15,H-2,No,Yes,0.9931,N/A,0.0000,N/A,N/A,0.97999400,0,0,0,3061,3061
27,Wav2Vec2_AllAugments,15,Authors,No,No,0.7710,0.0000,0.2222,0.0000,0.0000,0.97999400,0,6,0,21,27
27,Wav2Vec2_AllAugments,15,S&E,No,No,0.3369,0.0000,0.6607,0.0000,0.0000,0.97999400,0,37,0,19,56
27,Wav2Vec2_AllAugments,15,UrbanSound,No,Yes,0.0004,N/A,0.9998,N/A,N/A,0.97999400,0,8322,2,0,8324
27,Wav2Vec2_AllAugments,15,Wonjun_Yi,No,Yes,0.9961,N/A,0.0002,N/A,N/A,0.13081026,16,0,0,78950,78966
28,Wav2Vec2_GaussianAndBandPass,20,CalibrationDataset,Yes,No,0.3788,0.0000,0.6187,0.0000,0.0000,0.02562887,0,1001,1,616,1618
28,Wav2Vec2_GaussianAndBandPass,20,DronePrint,No,Yes,0.9889,N/A,1.0000,N/A,N/A,0.00183351,12,0,0,0,12
28,Wav2Vec2_GaussianAndBandPass,20,Emo,No,Yes,0.0000,N/A,0.3297,N/A,N/A,0.00183351,0,122,248,0,370
28,Wav2Vec2_GaussianAndBandPass,20,ESC-50,No,Yes,0.0000,N/A,0.7605,N/A,N/A,0.00183351,0,1273,401,0,1674
28,Wav2Vec2_GaussianAndBandPass,20,Fusion,Yes,No,0.8844,0.0000,0.1125,0.0000,0.0000,0.03399141,0,10408,3,82079,92490
28,Wav2Vec2_GaussianAndBandPass,20,H-2,No,Yes,0.9957,N/A,0.4152,N/A,N/A,0.00183351,1271,0,0,1790,3061
28,Wav2Vec2_GaussianAndBandPass,20,Authors,No,No,0.7738,0.7568,0.6667,0.8750,0.6667,0.00183351,14,4,2,7,27
28,Wav2Vec2_GaussianAndBandPass,20,S&E,No,No,0.3374,0.4151,0.4464,0.3235,0.5789,0.00183351,11,14,23,8,56
28,Wav2Vec2_GaussianAndBandPass,20,UrbanSound,No,Yes,0.0000,N/A,0.9999,N/A,N/A,0.05212225,0,8323,1,0,8324
28,Wav2Vec2_GaussianAndBandPass,20,Wonjun_Yi,No,Yes,0.9966,N/A,0.0000,N/A,N/A,0.02112235,2,0,0,78964,78966
29,Wav2Vec2_AllAugments,20,CalibrationDataset,Yes,No,0.3790,0.0097,0.6211,1.0000,0.0049,0.02268443,3,1002,0,613,1618
29,Wav2Vec2_AllAugments,20,DronePrint,No,Yes,0.9946,N/A,1.0000,N/A,N/A,0.00103385,12,0,0,0,12
29,Wav2Vec2_AllAugments,20,Emo,No,Yes,0.0000,N/A,0.9973,N/A,N/A,0.02185470,0,369,1,0,370
29,Wav2Vec2_AllAugments,20,ESC-50,No,Yes,0.0000,N/A,0.9994,N/A,N/A,0.02830805,0,1673,1,0,1674
29,Wav2Vec2_AllAugments,20,Fusion,Yes,No,0.8846,0.0003,0.1127,0.8667,0.0002,0.11647444,13,10409,2,82066,92490
29,Wav2Vec2_AllAugments,20,H-2,No,Yes,0.9945,N/A,1.0000,N/A,N/A,0.00103385,3061,0,0,0,3061
29,Wav2Vec2_AllAugments,20,Authors,No,No,0.7724,0.8750,0.7778,0.7778,1.0000,0.00103385,21,0,6,0,27
29,Wav2Vec2_AllAugments,20,S&E,No,No,0.3374,0.5067,0.3393,0.3393,1.0000,0.00103385,19,0,37,0,56
29,Wav2Vec2_AllAugments,20,UrbanSound,No,Yes,0.0003,N/A,0.9998,N/A,N/A,0.97945833,0,8322,2,0,8324
29,Wav2Vec2_AllAugments,20,Wonjun_Yi,No,Yes,0.9969,N/A,0.0002,N/A,N/A,0.03680178,15,0,0,78951,78966
30,Wav2Vec2_BandPassSurefire,20,CalibrationDataset,Yes,No,0.3786,0.7312,0.7855,0.6993,0.7662,0.00160137,472,799,203,144,1618
30,Wav2Vec2_BandPassSurefire,20,DronePrint,No,Yes,0.9908,N/A,1.0000,N/A,N/A,0.00160137,12,0,0,0,12
30,Wav2Vec2_BandPassSurefire,20,Emo,No,Yes,0.0000,N/A,0.6919,N/A,N/A,0.00160137,0,256,114,0,370
30,Wav2Vec2_BandPassSurefire,20,ESC-50,No,Yes,0.0000,N/A,0.8895,N/A,N/A,0.00160137,0,1489,185,0,1674
30,Wav2Vec2_BandPassSurefire,20,Fusion,Yes,No,0.8846,0.0000,0.1126,0.0000,0.0000,0.02217830,0,10410,1,82079,92490
30,Wav2Vec2_BandPassSurefire,20,H-2,No,Yes,0.9960,N/A,0.4740,N/A,N/A,0.00160137,1451,0,0,1610,3061
30,Wav2Vec2_BandPassSurefire,20,Authors,No,No,0.7742,0.6667,0.5926,0.9167,0.5238,0.00160137,11,5,1,10,27
30,Wav2Vec2_BandPassSurefire,20,S&E,No,No,0.3377,0.4390,0.5893,0.4091,0.4737,0.00160137,9,24,13,10,56
30,Wav2Vec2_BandPassSurefire,20,UrbanSound,No,Yes,0.0000,N/A,0.9999,N/A,N/A,0.02217830,0,8323,1,0,8324
30,Wav2Vec2_BandPassSurefire,20,Wonjun_Yi,No,Yes,0.9968,N/A,0.3498,N/A,N/A,0.00160137,27626,0,0,51340,78966
31,Wav2Vec2_Clipped,10,CalibrationDataset,Yes,No,0.3789,0.0000,0.6174,0.0000,0.0000,0.02724739,0,999,3,616,1618
31,Wav2Vec2_Clipped,10,DronePrint,No,Yes,0.9902,N/A,0.0000,N/A,N/A,0.97999400,0,0,0,12,12
31,Wav2Vec2_Clipped,10,Emo,No,Yes,0.0001,N/A,0.9973,N/A,N/A,0.12644571,0,369,1,0,370
31,Wav2Vec2_Clipped,10,ESC-50,No,Yes,0.0000,N/A,0.9994,N/A,N/A,0.07027406,0,1673,1,0,1674
31,Wav2Vec2_Clipped,10,Fusion,Yes,No,0.8846,0.0000,0.1125,0.0000,0.0000,0.20400718,0,10407,4,82079,92490
31,Wav2Vec2_Clipped,10,H-2,No,Yes,0.9890,N/A,0.0023,N/A,N/A,0.02520793,7,0,0,3054,3061
31,Wav2Vec2_Clipped,10,Authors,No,No,0.7647,0.0909,0.2593,1.0000,0.0476,0.04685670,1,6,0,20,27
31,Wav2Vec2_Clipped,10,S&E,No,No,0.3355,0.1000,0.6786,1.0000,0.0526,0.02796679,1,37,0,18,56
31,Wav2Vec2_Clipped,10,UrbanSound,No,Yes,0.0003,N/A,0.9998,N/A,N/A,0.97999400,0,8322,2,0,8324
31,Wav2Vec2_Clipped,10,Wonjun_Yi,No,Yes,0.9971,N/A,0.0000,N/A,N/A,0.03433069,2,0,0,78964,78966
32,Wav2Vec2_Clipped,20,CalibrationDataset,Yes,No,0.3794,0.0000,0.6180,0.0000,0.0000,0.02012932,0,1000,2,616,1618
32,Wav2Vec2_Clipped,20,DronePrint,No,Yes,0.9954,N/A,0.0000,N/A,N/A,0.97999400,0,0,0,12,12
32,Wav2Vec2_Clipped,20,Emo,No,Yes,0.0001,N/A,0.9973,N/A,N/A,0.10513725,0,369,1,0,370
32,Wav2Vec2_Clipped,20,ESC-50,No,Yes,0.0000,N/A,0.9994,N/A,N/A,0.04632023,0,1673,1,0,1674
32,Wav2Vec2_Clipped,20,Fusion,Yes,No,0.8852,0.0000,0.1126,0.3333,0.0000,0.65410230,1,10409,2,82078,92490
32,Wav2Vec2_Clipped,20,H-2,No,Yes,0.9929,N/A,0.0013,N/A,N/A,0.02721636,4,0,0,3057,3061
32,Wav2Vec2_Clipped,20,Authors,No,No,0.7691,0.0909,0.2593,1.0000,0.0476,0.03492543,1,6,0,20,27
32,Wav2Vec2_Clipped,20,S&E,No,No,0.3371,0.0000,0.6607,0.0000,0.0000,0.97999400,0,37,0,19,56
32,Wav2Vec2_Clipped,20,UrbanSound,No,Yes,0.0002,N/A,0.9999,N/A,N/A,0.97999400,0,8323,1,0,8324
32,Wav2Vec2_Clipped,20,Wonjun_Yi,No,Yes,0.9977,N/A,0.0000,N/A,N/A,0.08045038,2,0,0,78964,78966
33,Wav2Vec2_Clipped,15,CalibrationDataset,Yes,No,0.3793,0.0032,0.6187,0.3333,0.0016,0.02356153,1,1000,2,615,1618
33,Wav2Vec2_Clipped,15,DronePrint,No,Yes,0.9946,N/A,0.0000,N/A,N/A,0.97999400,0,0,0,12,12
33,Wav2Vec2_Clipped,15,Emo,No,Yes,0.0003,N/A,0.9973,N/A,N/A,0.26665230,0,369,1,0,370
33,Wav2Vec2_Clipped,15,ESC-50,No,Yes,0.0000,N/A,0.9994,N/A,N/A,0.15197162,0,1673,1,0,1674
33,Wav2Vec2_Clipped,15,Fusion,Yes,No,0.8853,0.0000,0.1125,0.1538,0.0000,0.42178193,2,10400,11,82077,92490
33,Wav2Vec2_Clipped,15,H-2,No,Yes,0.9919,N/A,0.0026,N/A,N/A,0.02379608,8,0,0,3053,3061
33,Wav2Vec2_Clipped,15,Authors,No,No,0.7666,0.0909,0.2593,1.0000,0.0476,0.05997298,1,6,0,20,27
33,Wav2Vec2_Clipped,15,S&E,No,No,0.3366,0.1000,0.6786,1.0000,0.0526,0.02351791,1,37,0,18,56
33,Wav2Vec2_Clipped,15,UrbanSound,No,Yes,0.0012,N/A,0.9992,N/A,N/A,0.97999400,0,8317,7,0,8324
33,Wav2Vec2_Clipped,15,Wonjun_Yi,No,Yes,0.9976,N/A,0.0000,N/A,N/A,0.42178193,2,0,0,78964,78966
34,Wav2Vec2_Vanilla,15,CalibrationDataset,Yes,No,0.3796,0.0032,0.6193,0.5000,0.0016,0.02736934,1,1001,1,615,1618
34,Wav2Vec2_Vanilla,15,DronePrint,No,Yes,0.9861,N/A,0.0833,N/A,N/A,0.02064655,1,0,0,11,12
34,Wav2Vec2_Vanilla,15,Emo,No,Yes,0.0000,N/A,0.2459,N/A,N/A,0.00047439,0,91,279,0,370
34,Wav2Vec2_Vanilla,15,ESC-50,No,Yes,0.0000,N/A,0.9994,N/A,N/A,0.03997797,0,1673,1,0,1674
34,Wav2Vec2_Vanilla,15,Fusion,Yes,No,0.8857,0.0011,0.1122,0.3750,0.0005,0.02064655,45,10336,75,82034,92490
34,Wav2Vec2_Vanilla,15,H-2,No,Yes,0.9963,N/A,0.0016,N/A,N/A,0.02230541,5,0,0,3056,3061
34,Wav2Vec2_Vanilla,15,Authors,No,No,0.7736,0.0909,0.2593,1.0000,0.0476,0.02389915,1,6,0,20,27
34,Wav2Vec2_Vanilla,15,S&E,No,No,0.3376,0.4348,0.3036,0.3000,0.7895,0.00047439,15,2,35,4,56
34,Wav2Vec2_Vanilla,15,UrbanSound,No,Yes,0.0001,N/A,0.9999,N/A,N/A,0.33095548,0,8323,1,0,8324
34,Wav2Vec2_Vanilla,15,Wonjun_Yi,No,Yes,0.9981,N/A,0.0001,N/A,N/A,0.07195637,7,0,0,78959,78966
35,Wav2Vec2_GaussianNoise,20,CalibrationDataset,Yes,No,0.3794,0.5548,0.3980,0.3861,0.9854,0.00063056,607,37,965,9,1618
35,Wav2Vec2_GaussianNoise,20,DronePrint,No,Yes,0.9961,N/A,1.0000,N/A,N/A,0.00063056,12,0,0,0,12
35,Wav2Vec2_GaussianNoise,20,Emo,No,Yes,0.0000,N/A,0.0000,N/A,N/A,0.00063056,0,0,370,0,370
35,Wav2Vec2_GaussianNoise,20,ESC-50,No,Yes,0.0000,N/A,0.0508,N/A,N/A,0.00063056,0,85,1589,0,1674
35,Wav2Vec2_GaussianNoise,20,Fusion,Yes,No,0.8860,0.0000,0.1126,0.3333,0.0000,0.06537316,1,10409,2,82078,92490
35,Wav2Vec2_GaussianNoise,20,H-2,No,Yes,0.9983,N/A,0.9412,N/A,N/A,0.00063056,2881,0,0,180,3061
35,Wav2Vec2_GaussianNoise,20,Authors,No,No,0.7760,0.8750,0.7778,0.7778,1.0000,0.00063056,21,0,6,0,27
35,Wav2Vec2_GaussianNoise,20,S&E,No,No,0.3385,0.5067,0.3393,0.3393,1.0000,0.00063056,19,0,37,0,56
35,Wav2Vec2_GaussianNoise,20,UrbanSound,No,Yes,0.0000,N/A,0.9999,N/A,N/A,0.18184866,0,8323,1,0,8324
35,Wav2Vec2_GaussianNoise,20,Wonjun_Yi,No,Yes,0.9984,N/A,0.0001,N/A,N/A,0.02065826,9,0,0,78957,78966
36,Wav2Vec2_Vanilla,20,CalibrationDataset,Yes,No,0.3805,0.5555,0.4005,0.3870,0.9838,0.00018674,606,42,960,10,1618
36,Wav2Vec2_Vanilla,20,DronePrint,No,Yes,0.9979,N/A,1.0000,N/A,N/A,0.00018674,12,0,0,0,12
36,Wav2Vec2_Vanilla,20,Emo,No,Yes,0.0000,N/A,0.0000,N/A,N/A,0.00018674,0,0,370,0,370
36,Wav2Vec2_Vanilla,20,ESC-50,No,Yes,0.0000,N/A,0.1033,N/A,N/A,0.00018674,0,173,1501,0,1674
36,Wav2Vec2_Vanilla,20,Fusion,Yes,No,0.8870,0.0000,0.1125,0.0000,0.0000,0.02492655,0,10408,3,82079,92490
36,Wav2Vec2_Vanilla,20,H-2,No,Yes,0.9990,N/A,0.9987,N/A,N/A,0.00018674,3057,0,0,4,3061
36,Wav2Vec2_Vanilla,20,Authors,No,No,0.7768,0.8750,0.7778,0.7778,1.0000,0.00018674,21,0,6,0,27
36,Wav2Vec2_Vanilla,20,S&E,No,No,0.3389,0.5067,0.3393,0.3393,1.0000,0.00018674,19,0,37,0,56
36,Wav2Vec2_Vanilla,20,UrbanSound,No,Yes,0.0000,N/A,0.9999,N/A,N/A,0.08609464,0,8323,1,0,8324
36,Wav2Vec2_Vanilla,20,Wonjun_Yi,No,Yes,0.9996,N/A,0.8195,N/A,N/A,0.00018674,64716,0,0,14250,78966
37,Resnet_34,50,CalibrationDataset,Yes,No,0.3800,0.0285,0.6211,0.6923,0.0146,0.76925025,9,996,4,609,1618
37,Resnet_34,50,DronePrint,No,Yes,0.8868,N/A,0.1667,N/A,N/A,0.20995797,2,0,0,10,12
37,Resnet_34,50,Emo,No,Yes,0.0000,N/A,0.9703,N/A,N/A,0.00004500,0,359,11,0,370
37,Resnet_34,50,ESC-50,No,Yes,0.0008,N/A,0.9994,N/A,N/A,0.82356771,0,1673,1,0,1674
37,Resnet_34,50,Fusion,Yes,No,0.8884,0.0003,0.1116,0.1130,0.0002,0.62591548,13,10306,102,82069,92490
37,Resnet_34,50,H-2,No,Yes,1.0000,N/A,0.0046,N/A,N/A,0.00004500,14,0,0,3047,3061
37,Resnet_34,50,S&E,No,No,0.2432,0.4800,0.7679,1.0000,0.3158,0.21642950,6,37,0,13,56
37,Resnet_34,50,Authors,No,No,0.6231,0.5000,0.4074,1.0000,0.3333,0.18472602,8,3,0,16,27
37,Resnet_34,50,UrbanSound,No,Yes,0.0119,N/A,0.9939,N/A,N/A,0.96432356,0,8273,51,0,8324
37,Resnet_34,50,Wonjun_Yi,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.00004500,0,0,0,78966,78966
38,Resnet_34,20,CalibrationDataset,Yes,No,0.3794,0.0314,0.6187,0.5263,0.0162,0.42797024,10,991,9,608,1618
38,Resnet_34,20,DronePrint,No,Yes,0.9231,N/A,0.1667,N/A,N/A,0.10242225,2,0,0,10,12
38,Resnet_34,20,Emo,No,Yes,0.0000,N/A,0.9973,N/A,N/A,0.09544689,0,369,1,0,370
38,Resnet_34,20,ESC-50,No,Yes,0.0019,N/A,0.9988,N/A,N/A,0.69190611,0,1672,2,0,1674
38,Resnet_34,20,Fusion,Yes,No,0.8893,0.0004,0.1100,0.0577,0.0002,0.44168393,15,10163,245,82067,92490
38,Resnet_34,20,H-2,No,Yes,0.9996,N/A,0.0013,N/A,N/A,0.02102425,4,0,0,3057,3061
